Unnamed: 0,uf,cod_municipio,municipio,cnpj,farmacia,endereco,bairro,data_credenciamento,tem_numero,geocode_status,endereco_completo,lat,lng
,AC,1200104,BRASILEIA,04.521.258/0007-80,J CRUZ LTDA,AVE MANOEL MARINHO MONTE 1136,TRES BOTEQUINS,2023-08-11 00:00:00,True,pendente,"AVE MANOEL MARINHO MONTE 1136, TRES BOTEQUINS, BRASILEIA, AC, Brasil",,
,AC,1200104,BRASILEIA,06.626.253/0456-86,EMPREENDIMENTOS PAGUE MENOS S/A,AVE DOUTOR MANOEL MARINHO MONTE 801,BOTEQUINS,2013-11-14 00:00:00,True,pendente,"AVE DOUTOR MANOEL MARINHO MONTE 801, BOTEQUINS, BRASILEIA, AC, Brasil",,
,AC,1200203,CRUZEIRO DO SUL,06.011.700/0001-68,H. R. LIMA,AVE CEL. MANCIO LIMA 169,CENTRO,2015-10-28 00:00:00,True,pendente,"AVE CEL. MANCIO LIMA 169, CENTRO, CRUZEIRO DO SUL, AC, Brasil",,
,AC,1200203,CRUZEIRO DO SUL,06.626.253/0522-08,EMPREENDIMENTOS PAGUE MENOS S/A,AVE CORONEL MANCIO LIMA 421,BAIXA,2013-11-14 00:00:00,True,pendente,"AVE CORONEL MANCIO LIMA 421, BAIXA, CRUZEIRO DO SUL, AC, Brasil",,
,AC,1200252,EPITACIOLANDIA,04.521.258/0028-04,J CRUZ LTDA,AVE SANTOS DUMONT 315,CENTRO,2023-08-11 00:00:00,True,pendente,"AVE SANTOS DUMONT 315, CENTRO, EPITACIOLANDIA, AC, Brasil",,
,AC,1200252,EPITACIOLANDIA,14.351.621/0001-24,MARIA DA SILVA FREITAS,SANTOS DUMONT,CENTRO,2023-08-11 00:00:00,False,sem_numero,"SANTOS DUMONT, CENTRO, EPITACIOLANDIA, AC, Brasil",,
,AC,1200336,MANCIO LIMA,18.731.379/0001-75,R. LUCAS DA SILVA,"AV JAPIIM, N°1036",CENTRO,2023-10-30 00:00:00,True,pendente,"AV JAPIIM, N°1036, CENTRO, MANCIO LIMA, AC, Brasil",,
,AC,1200385,PLACIDO DE CASTRO,04.509.006/0001-40,SERGIO CARLOS VIEIRA,EPITACIO PESSOA 500,CENTRO,2014-05-13 00:00:00,True,pendente,"EPITACIO PESSOA 500, CENTRO, PLACIDO DE CASTRO, AC, Brasil",,
,AC,1200807,PORTO ACRE,41.829.764/0001-71,VIDA E SAUDE COMERCIO & DISTRIBUICAO LTDA,JOAO BARBUDO,VILA DO INCRA,2025-05-26 00:00:00,False,sem_numero,"JOAO BARBUDO, VILA DO INCRA, PORTO ACRE, AC, Brasil",,
,AC,1200401,RIO BRANCO,04.521.258/0001-94,J CRUZ LTDA,AV CEARA 952,CERAMICA,2014-03-13 00:00:00,True,pendente,"AV CEARA 952, CERAMICA, RIO BRANCO, AC, Brasil",,
,AC,1200401,RIO BRANCO,04.521.258/0003-56,J CRUZ LTDA,R 6 DE AGOSTO 209,SEIS DE AGOSTO,2015-04-09 00:00:00,True,pendente,"R 6 DE AGOSTO 209, SEIS DE AGOSTO, RIO BRANCO, AC, Brasil",,
,AC,1200401,RIO BRANCO,05.252.089/0001-05,CRUZ & OLIVEIRA LTDA,NACOES UNIDAS,ESTACAO EXPERIMENTAL,2014-02-25 00:00:00,False,sem_numero,"NACOES UNIDAS, ESTACAO EXPERIMENTAL, RIO BRANCO, AC, Brasil",,
,AC,1200401,RIO BRANCO,06.626.253/0314-64,EMPREENDIMENTOS PAGUE MENOS S/A,R FLORIANO PEIXOTO 71,PAPOUCO,2009-09-25 00:00:00,True,pendente,"R FLORIANO PEIXOTO 71, PAPOUCO, RIO BRANCO, AC, Brasil",,
,AC,1200401,RIO BRANCO,06.626.253/0401-02,EMPREENDIMENTOS PAGUE MENOS S/A,AVE NACOES UNIDAS 2890,ESTACAO EXPERIMENTAL,2013-03-28 00:00:00,True,pendente,"AVE NACOES UNIDAS 2890, ESTACAO EXPERIMENTAL, RIO BRANCO, AC, Brasil",,
,AC,1200401,RIO BRANCO,06.626.253/0488-63,EMPREENDIMENTOS PAGUE MENOS S/A,R FREI PEREGRINO 1514,CIDADE DO POVO,2013-11-19 00:00:00,True,pendente,"R FREI PEREGRINO 1514, CIDADE DO POVO, RIO BRANCO, AC, Brasil",,
,AC,1200401,RIO BRANCO,14.327.951/0001-84,J. O. L. LTDA,R SERGIPE 188,CADEIA VELHA,2014-03-06 00:00:00,True,pendente,"R SERGIPE 188, CADEIA VELHA, RIO BRANCO, AC, Brasil",,
,AC,1200401,RIO BRANCO,14.365.282/0001-35,OJO CRUZ LTDA,EST  DA SOBRAL 326,AEROPORTO VELHO,2014-12-03 00:00:00,True,pendente,"EST  DA SOBRAL 326, AEROPORTO VELHO, RIO BRANCO, AC, Brasil",,
,AC,1200427,RODRIGUES ALVES,47.928.373/0001-90,DROGARIA MINHA SAUDE LTDA,AVE PRESIDENTE JUSCELINO 523,CENTRO,2023-11-27 00:00:00,True,pendente,"AVE PRESIDENTE JUSCELINO 523, CENTRO, RODRIGUES ALVES, AC, Brasil",,
,AC,1200500,SENA MADUREIRA,04.521.258/0030-29,J CRUZ LTDA,RUA SIQUEIRA CAMPOS 85,CENTRO,2023-11-27 00:00:00,True,pendente,"RUA SIQUEIRA CAMPOS 85, CENTRO, SENA MADUREIRA, AC, Brasil",,
,AC,1200500,SENA MADUREIRA,51.163.563/0001-31,E. J. DA SILVA DE ARAUJO LTDA,"AVENIDA BRASIL, N° 151, SALA 03",CENTRO,2023-09-29 00:00:00,True,pendente,"AVENIDA BRASIL, N° 151, SALA 03, CENTRO, SENA MADUREIRA, AC, Brasil",,
,AC,1200450,SENADOR GUIOMARD,14.331.193/0001-78,AURELIO ALVES DE LIMA,AVE SENADOR EDUARDO ASSMAR 42,COHAB,2015-06-16 00:00:00,True,pendente,"AVE SENADOR EDUARDO ASSMAR 42, COHAB, SENADOR GUIOMARD, AC, Brasil",,
,AL,2700102,AGUA BRANCA,08.529.011/0001-75,EDLA ALESSANDRA BORGES MACHADO DE OLIVEIRA LTDA,RUA SAO BENTO 19,CENTRO,2014-01-20 00:00:00,True,pendente,"RUA SAO BENTO 19, CENTRO, AGUA BRANCA, AL, Brasil",,
,AL,2700201,ANADIA,16.692.260/0001-05,MOREIRA & CORREIA FARMACIA LTDA,SIT POVOADO TABULEIRO GRANDE SN,POVOADO,2014-03-14 00:00:00,False,sem_numero,"SIT POVOADO TABULEIRO GRANDE SN, POVOADO, ANADIA, AL, Brasil",,
,AL,2700201,ANADIA,16.780.567/0001-68,FARMACIA POPULAR DE ANADIA LTDA,PRA DR CAMPELO DE ALMEIDA 239,CENTRO,2013-11-08 00:00:00,True,pendente,"PRA DR CAMPELO DE ALMEIDA 239, CENTRO, ANADIA, AL, Brasil",,
,AL,2700300,ARAPIRACA,03.402.150/0001-10,DROGARIA VICENTE MAGALHAES LTDA,RUA VICENTE MAGALHAES 742,BANANEIRA,2012-12-19 00:00:00,True,pendente,"RUA VICENTE MAGALHAES 742, BANANEIRA, ARAPIRACA, AL, Brasil",,
,AL,2700300,ARAPIRACA,05.230.009/0021-56,COMERCIAL DRUGSTORE LTDA,LUIZ PEREIRA LIMA 227,CENTRO,2011-10-21 00:00:00,True,pendente,"LUIZ PEREIRA LIMA 227, CENTRO, ARAPIRACA, AL, Brasil",,
,AL,2700300,ARAPIRACA,05.325.467/0002-06,D A L COMERCIO LTDA,R EXPEDICIONARIOS BRASILEIROS 771,ELDORADO,2014-10-27 00:00:00,True,pendente,"R EXPEDICIONARIOS BRASILEIROS 771, ELDORADO, ARAPIRACA, AL, Brasil",,
,AL,2700300,ARAPIRACA,05.325.467/0003-97,D A L COMERCIO LTDA,R PAULO AFONSO 329,PRIMAVERA,2015-04-17 00:00:00,True,pendente,"R PAULO AFONSO 329, PRIMAVERA, ARAPIRACA, AL, Brasil",,
,AL,2700300,ARAPIRACA,05.325.467/0005-59,D A L COMERCIO LTDA,LRG DOM FERNANDO GOMES 15,CENTRO,2014-10-27 00:00:00,True,pendente,"LRG DOM FERNANDO GOMES 15, CENTRO, ARAPIRACA, AL, Brasil",,
,AL,2700300,ARAPIRACA,06.198.619/0024-25,DROGATIM DROGARIAS LTDA,"PRAÇA DEPUTADO MARQUES DA SILVA, 03",CENTRO,2011-02-17 00:00:00,True,pendente,"PRAÇA DEPUTADO MARQUES DA SILVA, 03, CENTRO, ARAPIRACA, AL, Brasil",,
,AL,2700300,ARAPIRACA,06.198.619/0032-35,DROGATIM DROGARIAS LTDA,PRAÇA PC MANOEL ANDRE 09,CENTRO,2014-07-01 00:00:00,True,pendente,"PRAÇA PC MANOEL ANDRE 09, CENTRO, ARAPIRACA, AL, Brasil",,
,AL,2700300,ARAPIRACA,06.198.619/0045-50,DROGATIM DROGARIAS LTDA,AV RIO BRANCO 79,CENTRO,2014-07-01 00:00:00,True,pendente,"AV RIO BRANCO 79, CENTRO, ARAPIRACA, AL, Brasil",,
,AL,2700300,ARAPIRACA,06.198.619/0048-00,DROGATIM DROGARIAS LTDA,PC LUIZ PEREIRA LIMA 353,CENTRO,2014-06-27 00:00:00,True,pendente,"PC LUIZ PEREIRA LIMA 353, CENTRO, ARAPIRACA, AL, Brasil",,
,AL,2700300,ARAPIRACA,06.198.619/0059-55,DROGATIM DROGARIAS LTDA,TRINTA DE OUTUBRO 217,CENTRO,2014-01-24 00:00:00,True,pendente,"TRINTA DE OUTUBRO 217, CENTRO, ARAPIRACA, AL, Brasil",,
,AL,2700300,ARAPIRACA,06.198.619/0063-31,DROGATIM DROGARIAS LTDA,R NOSSA SENHORA DE FATIMA 386,ALTO DO CRUZEIRO,2014-12-02 00:00:00,True,pendente,"R NOSSA SENHORA DE FATIMA 386, ALTO DO CRUZEIRO, ARAPIRACA, AL, Brasil",,
,AL,2700300,ARAPIRACA,06.626.253/0253-08,EMPREENDIMENTOS PAGUE MENOS S/A,PC MANOEL ANDRE 05,CENTRO,2006-06-01 08:49:21,True,pendente,"PC MANOEL ANDRE 05, CENTRO, ARAPIRACA, AL, Brasil",,
,AL,2700300,ARAPIRACA,07.335.550/0001-00,J ROBERTO DE JESUS MEDICAMENTOS,"RUA EXP BRASILEIROS, 575",ELDORADO,2014-07-22 00:00:00,True,pendente,"RUA EXP BRASILEIROS, 575, ELDORADO, ARAPIRACA, AL, Brasil",,
,AL,2700300,ARAPIRACA,08.486.136/0001-65,DROGARIA VIANNA LTDA,BOA VISTA,CENTRO,2009-11-27 00:00:00,False,sem_numero,"BOA VISTA, CENTRO, ARAPIRACA, AL, Brasil",,
,AL,2700300,ARAPIRACA,12.451.050/0001-74,FARMACIA NACIONAL LTDA,"MAL. GABINO BESOURO, 222",CENTRO,2010-05-13 00:00:00,True,pendente,"MAL. GABINO BESOURO, 222, CENTRO, ARAPIRACA, AL, Brasil",,
,AL,2700300,ARAPIRACA,12.451.050/0002-55,FARMACIA NACIONAL LTDA,QUINZE DE NOVEMBRO,CENTRO,2011-09-01 00:00:00,False,sem_numero,"QUINZE DE NOVEMBRO, CENTRO, ARAPIRACA, AL, Brasil",,
,AL,2700300,ARAPIRACA,12.451.050/0003-36,FARMACIA NACIONAL LTDA,R PEDRO NUNES DE ALBUQUERQUE 222,CENTRO,2015-05-04 00:00:00,True,pendente,"R PEDRO NUNES DE ALBUQUERQUE 222, CENTRO, ARAPIRACA, AL, Brasil",,
,AL,2700409,ATALAIA,01.703.468/0001-05,ARNON DA SILVA RAPOSO,"R. MARECHAL DEODORO, 850",CENTRO,2012-11-08 00:00:00,True,pendente,"R. MARECHAL DEODORO, 850, CENTRO, ATALAIA, AL, Brasil",,
,AL,2700409,ATALAIA,19.252.526/0001-97,ARNON S R FARMA LTDA,"AVENIDA PEDRO PEREIRA ACIOLI, 322 - SALA 01",JOSE PAULINO,2018-10-15 00:00:00,True,pendente,"AVENIDA PEDRO PEREIRA ACIOLI, 322 - SALA 01, JOSE PAULINO, ATALAIA, AL, Brasil",,
,AL,2700409,ATALAIA,24.628.100/0001-25,FARMA GRAO LTDA,MAJOR CICERO DE GOES MONTEIRO,CENTRO,2018-01-11 00:00:00,False,sem_numero,"MAJOR CICERO DE GOES MONTEIRO, CENTRO, ATALAIA, AL, Brasil",,
,AL,2700508,BARRA DE SANTO ANTONIO,32.088.625/0001-43,E A N DA SILVA FARMACIA,AVE BENEDITO CASADO 743,BARRA 01,2023-09-29 00:00:00,True,pendente,"AVE BENEDITO CASADO 743, BARRA 01, BARRA DE SANTO ANTONIO, AL, Brasil",,
,AL,2700508,BARRA DE SANTO ANTONIO,32.088.625/0002-24,E A N DA SILVA FARMACIA,AVE AVENIDA CECILIA CANDIDA DA SILVA 710,ILHA DA CROA,2024-05-15 00:00:00,True,pendente,"AVE AVENIDA CECILIA CANDIDA DA SILVA 710, ILHA DA CROA, BARRA DE SANTO ANTONIO, AL, Brasil",,
,AL,2700607,BARRA DE SAO MIGUEL,20.791.783/0001-86,SAO JOSE DROGARIAS LTDA,JOSE V. DE ANDRADE,CENTRO,2025-05-26 00:00:00,False,sem_numero,"JOSE V. DE ANDRADE, CENTRO, BARRA DE SAO MIGUEL, AL, Brasil",,
,AL,2700607,BARRA DE SAO MIGUEL,42.538.266/0001-32,M. T. SOARES DE SOUZA,JOSE VIEIRA DE ANDRADE,CENTRO,2025-05-26 00:00:00,False,sem_numero,"JOSE VIEIRA DE ANDRADE, CENTRO, BARRA DE SAO MIGUEL, AL, Brasil",,
,AL,2700706,BATALHA,00.326.003/0001-10,FARMACIA PADRE CICERO LTDA,AVEN PAULO DANTAS 176/B,CENTRO,2012-12-07 00:00:00,True,pendente,"AVEN PAULO DANTAS 176/B, CENTRO, BATALHA, AL, Brasil",,
,AL,2700706,BATALHA,04.162.881/0001-06,JOSE MATIAS DROGARIA,"RUA SANTA MARIA, 533",CENTRO,2012-06-11 00:00:00,True,pendente,"RUA SANTA MARIA, 533, CENTRO, BATALHA, AL, Brasil",,
,AL,2700706,BATALHA,41.190.026/0001-27,MARIA DO CARMO MATIAS DAS NEVES,RUA JOAO MENDES DE OLIVEIRA 51,CENTRO,2011-11-07 00:00:00,True,pendente,"RUA JOAO MENDES DE OLIVEIRA 51, CENTRO, BATALHA, AL, Brasil",,
,AL,2700805,BELEM,10.299.896/0001-05,V DE SOUZA OLIVEIRA FARMACIA LTDA,DO COMERCIO,CENTRO,2025-05-26 00:00:00,False,sem_numero,"DO COMERCIO, CENTRO, BELEM, AL, Brasil",,
,AL,2700805,BELEM,59.891.442/0001-18,K TENORIO CUSTODIO LTDA,DO COMERCIO,CENTRO,2025-06-10 00:00:00,False,sem_numero,"DO COMERCIO, CENTRO, BELEM, AL, Brasil",,
,AL,2701001,BOCA DA MATA,11.910.387/0001-30,DROGARIA JEANE LTDA.,PRA 11 DE NOVEMBRO 50,CENTRO,2011-09-19 00:00:00,True,pendente,"PRA 11 DE NOVEMBRO 50, CENTRO, BOCA DA MATA, AL, Brasil",,
,AL,2701209,CACIMBINHAS,14.379.182/0001-68,GLAUCIO GOMES LOPES,RUA CORONEL CLARINDO AMORIM 197,CENTRO,2014-05-15 00:00:00,True,pendente,"RUA CORONEL CLARINDO AMORIM 197, CENTRO, CACIMBINHAS, AL, Brasil",,
,AL,2701308,CAJUEIRO,14.207.312/0001-85,M J S. RIBEIRO,AVE IZAURA TOLEDO COSTA 01,CENTRO,2014-07-31 00:00:00,True,pendente,"AVE IZAURA TOLEDO COSTA 01, CENTRO, CAJUEIRO, AL, Brasil",,
,AL,2701357,CAMPESTRE,09.318.207/0004-26,FARMACIA PEREIRA LTDA,TANCREDO NEVES,CENTRO,2025-05-26 00:00:00,False,sem_numero,"TANCREDO NEVES, CENTRO, CAMPESTRE, AL, Brasil",,
,AL,2701357,CAMPESTRE,20.884.058/0001-52,DAVILA ALVES PINHEIRO FARMACIA,PEDRO SANTOS MARAVILHA,CENTRO,2025-06-10 00:00:00,False,sem_numero,"PEDRO SANTOS MARAVILHA, CENTRO, CAMPESTRE, AL, Brasil",,
,AL,2701506,CAMPO GRANDE,12.040.691/0001-36,ALEX FERREIRA DOS SANTOS,PRA ENOQUE BARBOSA 215,CENTRO,2024-08-02 00:00:00,True,pendente,"PRA ENOQUE BARBOSA 215, CENTRO, CAMPO GRANDE, AL, Brasil",,
,AL,2701506,CAMPO GRANDE,41.166.984/0001-62,H DE MELO MEDEIROS,"PCA SANTA LUZIA, 331",CENTRO,2015-09-21 00:00:00,True,pendente,"PCA SANTA LUZIA, 331, CENTRO, CAMPO GRANDE, AL, Brasil",,
,AL,2701506,CAMPO GRANDE,43.450.756/0001-45,A MELO MEDEIROS DROGARIA,RUA TRINTA E UM DE MAIO 31,CENTRO,2024-11-26 00:00:00,True,pendente,"RUA TRINTA E UM DE MAIO 31, CENTRO, CAMPO GRANDE, AL, Brasil",,
,AL,2701605,CANAPI,03.759.648/0001-34,ELAINE MARIA FARIAS DE OLIVEIRA,AVE JOAQUIM TETE 289,CENTRO,2012-11-08 00:00:00,True,pendente,"AVE JOAQUIM TETE 289, CENTRO, CANAPI, AL, Brasil",,
,AL,2701704,CAPELA,42.223.830/0001-28,E M P RIBEIRO COMERCIO E DROGARIA,RUA JUVENCIO CORREIA ARAUJO 892,CENTRO,2023-12-04 00:00:00,True,pendente,"RUA JUVENCIO CORREIA ARAUJO 892, CENTRO, CAPELA, AL, Brasil",,
,AL,2701704,CAPELA,51.284.049/0001-54,M. M. NEVES LTDA,AVE ROBSON MEDEIROS DE MELO S/N,CENTRO,2024-06-27 00:00:00,False,sem_numero,"AVE ROBSON MEDEIROS DE MELO S/N, CENTRO, CAPELA, AL, Brasil",,
,AL,2701803,CARNEIROS,24.409.261/0003-90,GERALDO MESSIAS  DE  OLIVEIRA  FILHO LTDA,PRA CONEGO JOSE BULHOES 41,CENTRO,2024-05-15 00:00:00,True,pendente,"PRA CONEGO JOSE BULHOES 41, CENTRO, CARNEIROS, AL, Brasil",,
,AL,2701902,CHA PRETA,12.346.995/0001-26,LUIZ PEDRO PEREIRA OLIVEIRA,RUA CORONEL P TEIXEIRA 215,CENTRO,2024-10-09 00:00:00,True,pendente,"RUA CORONEL P TEIXEIRA 215, CENTRO, CHA PRETA, AL, Brasil",,
,AL,2702009,COITE DO NOIA,05.156.696/0001-63,MARIA DE FATIMA MIZAEL DA SILVA  LTDA,RUA GOVERNADOR LUIZ CAVALCANTE 74,CENTRO,2024-03-26 00:00:00,True,pendente,"RUA GOVERNADOR LUIZ CAVALCANTE 74, CENTRO, COITE DO NOIA, AL, Brasil",,
,AL,2702009,COITE DO NOIA,45.634.493/0001-50,DROGARIA TENORIO LTDA,RUA HIGINO CAZUZA 91,CENTRO,2023-12-26 00:00:00,True,pendente,"RUA HIGINO CAZUZA 91, CENTRO, COITE DO NOIA, AL, Brasil",,
,AL,2702108,COLONIA LEOPOLDINA,09.318.207/0001-83,FARMACIA PEREIRA LTDA,RUA 15 DE NOVEMBRO 86,CENTRO,2014-09-09 00:00:00,True,pendente,"RUA 15 DE NOVEMBRO 86, CENTRO, COLONIA LEOPOLDINA, AL, Brasil",,
,AL,2702306,CORURIPE,02.316.261/0001-40,DROGCENTRO LTDA,"LINDOLFO SIMOES, 69",CENTRO,2010-02-24 00:00:00,True,pendente,"LINDOLFO SIMOES, 69, CENTRO, CORURIPE, AL, Brasil",,
,AL,2702306,CORURIPE,14.562.217/0001-08,G. L. DROGARIA N S DO PERPETUO SOCORRO LTDA,RUA ANTONIO LUIZ DOS SANTOS 18,CENTRO,2015-05-26 00:00:00,True,pendente,"RUA ANTONIO LUIZ DOS SANTOS 18, CENTRO, CORURIPE, AL, Brasil",,
,AL,2702355,CRAIBAS,04.970.318/0001-56,EMERSON CLECIO CALIXTO SIQUEIRA,PRA MANOEL NUNES DA SILVA 60,CENTRO,2010-02-02 14:23:59,True,pendente,"PRA MANOEL NUNES DA SILVA 60, CENTRO, CRAIBAS, AL, Brasil",,
,AL,2702405,DELMIRO GOUVEIA,02.684.542/0002-37,HUMBERTO JORGE FARIAS DE OLIVEIRA LTDA,AVE PRESIDENTE CASTELO BRANCO 299,CENTRO,2018-10-15 00:00:00,True,pendente,"AVE PRESIDENTE CASTELO BRANCO 299, CENTRO, DELMIRO GOUVEIA, AL, Brasil",,
,AL,2702405,DELMIRO GOUVEIA,05.462.423/0001-47,DROGARIA FARMACENTER LTDA,PRA DELMIRO GOUVEIA 145,CENTRO,2012-05-22 00:00:00,True,pendente,"PRA DELMIRO GOUVEIA 145, CENTRO, DELMIRO GOUVEIA, AL, Brasil",,
,AL,2702504,DOIS RIACHOS,09.592.388/0001-31,ALBERTO EUZEBIO DA SILVA,"PC DA INDEPENDENCIA, 25",CENTRO,2013-05-13 00:00:00,True,pendente,"PC DA INDEPENDENCIA, 25, CENTRO, DOIS RIACHOS, AL, Brasil",,
,AL,2702504,DOIS RIACHOS,11.914.627/0001-74,MONTEIRO & SIQUEIRA FARMACIA LTDA,AVE MIGUEL VIEIRA DE NOVAIS 44,CENTRO,2013-05-06 00:00:00,True,pendente,"AVE MIGUEL VIEIRA DE NOVAIS 44, CENTRO, DOIS RIACHOS, AL, Brasil",,
,AL,2702553,ESTRELA DE ALAGOAS,21.210.934/0001-28,E. S. DE AMORIM,R PADRE LUDUGERO 56,PREFEITO ALDABERON DUARTE,2023-12-01 00:00:00,True,pendente,"R PADRE LUDUGERO 56, PREFEITO ALDABERON DUARTE, ESTRELA DE ALAGOAS, AL, Brasil",,
,AL,2702553,ESTRELA DE ALAGOAS,32.831.874/0001-87,J. J. DE OLIVEIRA NETO DROGARIA,RUA PREFEITO ENEAS SIMPLICIO 47,CENTRO,2024-03-26 00:00:00,True,pendente,"RUA PREFEITO ENEAS SIMPLICIO 47, CENTRO, ESTRELA DE ALAGOAS, AL, Brasil",,
,AL,2702603,FEIRA GRANDE,17.514.771/0001-08,S S DA SILVA SANTOS E CIA LTDA,AVE TEIXEIRA DE FREITAS 2,CENTRO,2015-05-19 00:00:00,True,pendente,"AVE TEIXEIRA DE FREITAS 2, CENTRO, FEIRA GRANDE, AL, Brasil",,
,AL,2702603,FEIRA GRANDE,35.268.226/0001-52,RANIEL BISPO E CIA LTDA,"RUA DO COMERCIO, 89, A",CENTRO,2011-12-22 00:00:00,True,pendente,"RUA DO COMERCIO, 89, A, CENTRO, FEIRA GRANDE, AL, Brasil",,
,AL,2702702,FELIZ DESERTO,59.410.871/0001-26,COELHO E FERNANDES DROGARIA LTDA,GETULIO VARGAS,CENTRO,2025-06-10 00:00:00,False,sem_numero,"GETULIO VARGAS, CENTRO, FELIZ DESERTO, AL, Brasil",,
,AL,2702801,FLEXEIRAS,18.026.338/0001-88,GS COMERCIO DE MEDICAMENTOS LTDA,CEL ALCANTARA 452,CENTRO,2015-04-08 00:00:00,True,pendente,"CEL ALCANTARA 452, CENTRO, FLEXEIRAS, AL, Brasil",,
,AL,2702900,GIRAU DO PONCIANO,18.493.321/0001-30,NUNES E MELO DROGARIA LTDA,RUA SAO JOSE 58,CENTRO,2015-05-29 00:00:00,True,pendente,"RUA SAO JOSE 58, CENTRO, GIRAU DO PONCIANO, AL, Brasil",,
,AL,2702900,GIRAU DO PONCIANO,40.907.966/0001-21,J. F. B. PINHEIRO FARMACIA,RUA SAO JOSE 06,CENTRO,2014-12-17 00:00:00,True,pendente,"RUA SAO JOSE 06, CENTRO, GIRAU DO PONCIANO, AL, Brasil",,
,AL,2703007,IBATEGUARA,09.318.207/0002-64,FARMACIA PEREIRA LTDA,RUA DRA JANETE DE ARAUJO 33,CENTRO,2014-09-09 00:00:00,True,pendente,"RUA DRA JANETE DE ARAUJO 33, CENTRO, IBATEGUARA, AL, Brasil",,
,AL,2703007,IBATEGUARA,14.970.796/0001-10,NIVALDO ALVES CORREIA,RUA DOUTORA JANETE DE ARAUJO 23,CENTRO,2015-03-26 00:00:00,True,pendente,"RUA DOUTORA JANETE DE ARAUJO 23, CENTRO, IBATEGUARA, AL, Brasil",,
,AL,2703106,IGACI,10.838.555/0001-60,DROGARIA ROMISA LTDA,RUA DO COMERCIO 62,CENTRO,2010-10-27 00:00:00,True,pendente,"RUA DO COMERCIO 62, CENTRO, IGACI, AL, Brasil",,
,AL,2703205,IGREJA NOVA,21.983.447/0001-06,DROGATOP COMERCIO DE MEDICAMENTOS LTDA,RUA NOSSA SENHORA APARECIDA 150,CENTRO,2023-12-22 00:00:00,True,pendente,"RUA NOSSA SENHORA APARECIDA 150, CENTRO, IGREJA NOVA, AL, Brasil",,
,AL,2703205,IGREJA NOVA,44.557.454/0002-14,SMART FARMA LTDA,"SIT POVOADO IPIRANGA, S/N",ZONA RURAL,2023-09-29 00:00:00,False,sem_numero,"SIT POVOADO IPIRANGA, S/N, ZONA RURAL, IGREJA NOVA, AL, Brasil",,
,AL,2703304,INHAPI,02.684.542/0001-56,HUMBERTO JORGE FARIAS DE OLIVEIRA LTDA,RUA DO COMERCIO 99,CENTRO,2012-11-08 00:00:00,True,pendente,"RUA DO COMERCIO 99, CENTRO, INHAPI, AL, Brasil",,
,AL,2703403,JACARE DOS HOMENS,19.130.155/0001-70,J E S ARAUJO LTDA,RUA SANTO ANTONIO 222,CENTRO,2015-05-15 00:00:00,True,pendente,"RUA SANTO ANTONIO 222, CENTRO, JACARE DOS HOMENS, AL, Brasil",,
,AL,2703700,JARAMATAIA,30.021.787/0001-39,ARAUJO E AMORIM MEDICAMENTOS LTDA,DO COMERCIO,CENTRO,2025-06-10 00:00:00,False,sem_numero,"DO COMERCIO, CENTRO, JARAMATAIA, AL, Brasil",,
,AL,2703759,JEQUIA DA PRAIA,10.929.776/0001-44,IVONETE BARBOSA GOMES,SANTA CRUZ 66,CENTRO,2012-11-20 00:00:00,True,pendente,"SANTA CRUZ 66, CENTRO, JEQUIA DA PRAIA, AL, Brasil",,
,AL,2703809,JOAQUIM GOMES,17.857.256/0001-12,C. M. B. DA SILVA FARMACIA,RUA MANOEL JALBAS 41,CENTRO,2013-11-14 00:00:00,True,pendente,"RUA MANOEL JALBAS 41, CENTRO, JOAQUIM GOMES, AL, Brasil",,
,AL,2703809,JOAQUIM GOMES,53.418.754/0001-22,MIX MED PHARMA LTDA,RUA DOUTOR TEOFILO DE BARROS 23,CENTRO,2024-06-27 00:00:00,True,pendente,"RUA DOUTOR TEOFILO DE BARROS 23, CENTRO, JOAQUIM GOMES, AL, Brasil",,
,AL,2703908,JUNDIA,20.884.058/0002-33,DAVILA ALVES PINHEIRO FARMACIA,DO COMERCIO,CENTRO,2025-08-29 00:00:00,False,sem_numero,"DO COMERCIO, CENTRO, JUNDIA, AL, Brasil",,
,AL,2703908,JUNDIA,47.421.439/0001-51,J M DA S JULIAO FARMACIA,RUA NOSSA SENHORA DA CONCEICAO 165,CENTRO,2025-02-13 00:00:00,True,pendente,"RUA NOSSA SENHORA DA CONCEICAO 165, CENTRO, JUNDIA, AL, Brasil",,
,AL,2704005,JUNQUEIRO,02.287.961/0001-54,DROGARIA DOIS IRMAOS LTDA,RUA PADRE ANTONIO PROCOPIO 82,CENTRO,2010-02-22 00:00:00,True,pendente,"RUA PADRE ANTONIO PROCOPIO 82, CENTRO, JUNQUEIRO, AL, Brasil",,
,AL,2704104,LAGOA DA CANOA,13.030.645/0001-19,ROSANIA DE OLIVEIRA SANTOS FARMACIA,RUA DO  COMERCIO 88,CENTRO,2024-10-09 00:00:00,True,pendente,"RUA DO  COMERCIO 88, CENTRO, LAGOA DA CANOA, AL, Brasil",,
,AL,2704104,LAGOA DA CANOA,27.314.326/0001-40,WALLACE DE LIMA E SILVA MG FARMACIA,RUA VICENTE FERREIRA DE FARIAS 0188,CENTRO,2024-05-15 00:00:00,True,pendente,"RUA VICENTE FERREIRA DE FARIAS 0188, CENTRO, LAGOA DA CANOA, AL, Brasil",,
