Unnamed: 0,uf,cod_municipio,municipio,cnpj,farmacia,endereco,bairro,data_credenciamento,tem_numero,geocode_status,endereco_completo,lat,lng
,MG,3123601,ELOI MENDES,17.664.996/0001-32,MAURICIO PEREZ,"SILVIANO BRANDAO, Nº 280",CENTRO,2009-11-13 11:11:00,True,pendente,"SILVIANO BRANDAO, Nº 280, CENTRO, ELOI MENDES, MG, Brasil",,
,MG,3123601,ELOI MENDES,18.693.021/0001-03,DROGARIA ELOI CENTER EIRELI,"RUA SILVIANO BRANDAO, 431",CENTRO,2014-11-25 00:00:00,True,pendente,"RUA SILVIANO BRANDAO, 431, CENTRO, ELOI MENDES, MG, Brasil",,
,MG,3123601,ELOI MENDES,19.127.224/0001-97,DROGARIA SILVA MORENO LTDA,RUA SILVIANO BRANDAO 184,CENTRO,2009-06-09 16:59:34,True,pendente,"RUA SILVIANO BRANDAO 184, CENTRO, ELOI MENDES, MG, Brasil",,
,MG,3123700,ENGENHEIRO CALDAS,06.148.468/0001-04,ROGERIO BARBOSA MALTA & CIA LTDA,AVE PADRE JOAO PINA DO AMARAL 49,CENTRO,2014-05-07 00:00:00,True,pendente,"AVE PADRE JOAO PINA DO AMARAL 49, CENTRO, ENGENHEIRO CALDAS, MG, Brasil",,
,MG,3123700,ENGENHEIRO CALDAS,08.913.160/0001-33,FABIANO PEREIRA CUNHA CPF 041.607.766-80,"AVENIDA PADRE JOAO PINA DO AMARAL, 78 - A",CENTRO,2012-11-16 00:00:00,True,pendente,"AVENIDA PADRE JOAO PINA DO AMARAL, 78 - A, CENTRO, ENGENHEIRO CALDAS, MG, Brasil",,
,MG,3123700,ENGENHEIRO CALDAS,09.147.432/0001-02,DROGARIA BIOCELL LTDA,"JOAQUIM MANOEL RIBEIRO, 119",CENTRO,2010-05-25 08:15:04,True,pendente,"JOAQUIM MANOEL RIBEIRO, 119, CENTRO, ENGENHEIRO CALDAS, MG, Brasil",,
,MG,3123700,ENGENHEIRO CALDAS,09.169.286/0001-08,DROGARIA CUNHA LTDA,VEREADOR SAMUEL DUTRA 172,VILA MARTINS,2016-03-02 00:00:00,True,pendente,"VEREADOR SAMUEL DUTRA 172, VILA MARTINS, ENGENHEIRO CALDAS, MG, Brasil",,
,MG,3123700,ENGENHEIRO CALDAS,09.596.068/0001-50,FARMACIA VITALISA LTDA,"VEREADOR SEBASTIAO PERNES DE MIRANDA, 511",CENTRO,2009-12-22 16:05:08,True,pendente,"VEREADOR SEBASTIAO PERNES DE MIRANDA, 511, CENTRO, ENGENHEIRO CALDAS, MG, Brasil",,
,MG,3123700,ENGENHEIRO CALDAS,13.028.126/0001-16,DROGA HERA ENGENHEIRO CALDAS LTDA,AVE PADRE JOAO PINA DO AMARAL 28,CENTRO,2011-05-09 00:00:00,True,pendente,"AVE PADRE JOAO PINA DO AMARAL 28, CENTRO, ENGENHEIRO CALDAS, MG, Brasil",,
,MG,3123700,ENGENHEIRO CALDAS,14.544.218/0001-11,DROGA ALEGRE LTDA,AVE PADRE JOAO PINA DO AMARAL 77,CENTRO,2013-04-26 00:00:00,True,pendente,"AVE PADRE JOAO PINA DO AMARAL 77, CENTRO, ENGENHEIRO CALDAS, MG, Brasil",,
,MG,3123809,ENGENHEIRO NAVARRO,09.913.045/0001-21,DROGARIA ELDIMACIA LUCENA E EDNA LUCENA LTDA,AVE JOSE MARQUES CALDEIRA 172,CENTRO,2010-09-10 14:54:47,True,pendente,"AVE JOSE MARQUES CALDEIRA 172, CENTRO, ENGENHEIRO NAVARRO, MG, Brasil",,
,MG,3123858,ENTRE FOLHAS,14.012.621/0001-08,DROGARIA RRJ LTDA,PRA PADRE JOSE LANZILLOTTI 46,CENTRO,2012-11-22 00:00:00,True,pendente,"PRA PADRE JOSE LANZILLOTTI 46, CENTRO, ENTRE FOLHAS, MG, Brasil",,
,MG,3123858,ENTRE FOLHAS,18.624.391/0001-80,IRMAOS ISAAC LTDA,RUA JOAQUIM CAMPOS 163,CENTRO,2014-05-08 00:00:00,True,pendente,"RUA JOAQUIM CAMPOS 163, CENTRO, ENTRE FOLHAS, MG, Brasil",,
,MG,3123858,ENTRE FOLHAS,66.390.931/0001-51,DROGARIA ENTRE FOLHAS LTDA,RUA JOAQUIM CAMPOS 32,CENTRO,2013-01-02 00:00:00,True,pendente,"RUA JOAQUIM CAMPOS 32, CENTRO, ENTRE FOLHAS, MG, Brasil",,
,MG,3123908,ENTRE RIOS DE MINAS,04.212.237/0001-97,LUCIANA DE ASSIS MOREIRA,"Rua DR. JOAO VAZ, 697",CENTRO,2013-10-29 00:00:00,True,pendente,"Rua DR. JOAO VAZ, 697, CENTRO, ENTRE RIOS DE MINAS, MG, Brasil",,
,MG,3123908,ENTRE RIOS DE MINAS,07.456.750/0001-11,DROGARIA ANDRADE & PEIXOTO LTDA,RUA DR JOAO VAZ 580,CENTRO,2011-07-11 00:00:00,True,pendente,"RUA DR JOAO VAZ 580, CENTRO, ENTRE RIOS DE MINAS, MG, Brasil",,
,MG,3123908,ENTRE RIOS DE MINAS,07.766.329/0001-07,FARMACIA NARCISO RESENDE & CIA LTDA,"R MONSENHOR LEAO, 140",CENTRO,2013-10-31 00:00:00,True,pendente,"R MONSENHOR LEAO, 140, CENTRO, ENTRE RIOS DE MINAS, MG, Brasil",,
,MG,3123908,ENTRE RIOS DE MINAS,08.852.153/0001-79,PHARMATIVA ENTRE RIOS DE MINAS LTDA,DR. JOAO VAZ 697,CENTRO,2011-09-02 00:00:00,True,pendente,"DR. JOAO VAZ 697, CENTRO, ENTRE RIOS DE MINAS, MG, Brasil",,
,MG,3123908,ENTRE RIOS DE MINAS,11.689.776/0001-87,L&B FARMA LTDA,RUA RIO BRUMADO 334 	LJ 3,SENHOR DOS PASSOS,2010-10-06 00:00:00,True,pendente,"RUA RIO BRUMADO 334 	LJ 3, SENHOR DOS PASSOS, ENTRE RIOS DE MINAS, MG, Brasil",,
,MG,3123908,ENTRE RIOS DE MINAS,11.741.468/0001-53,DROGA RIOS DROGARIA LTDA,RIO BRUMADO 361,SENHOR DOS PASSOS,2013-01-22 00:00:00,True,pendente,"RIO BRUMADO 361, SENHOR DOS PASSOS, ENTRE RIOS DE MINAS, MG, Brasil",,
,MG,3123908,ENTRE RIOS DE MINAS,20.487.328/0001-91,MARIO AUGUSTO ALVES ANDRADE,PRA SENADOR RIBEIRO 344,CENTRO,2014-02-19 00:00:00,True,pendente,"PRA SENADOR RIBEIRO 344, CENTRO, ENTRE RIOS DE MINAS, MG, Brasil",,
,MG,3123908,ENTRE RIOS DE MINAS,21.443.788/0001-80,DROGARIA COELHO & RESENDE LTDA,PRA SENADOR RIBEIRO 376,CENTRO,2015-05-15 00:00:00,True,pendente,"PRA SENADOR RIBEIRO 376, CENTRO, ENTRE RIOS DE MINAS, MG, Brasil",,
,MG,3124005,ERVALIA,07.230.028/0001-64,DROGARIA PAX ERVALIA LTDA,RUA DR. JOSE PAULINO DE REZENDE 558,CENTRO,2011-09-26 00:00:00,True,pendente,"RUA DR. JOSE PAULINO DE REZENDE 558, CENTRO, ERVALIA, MG, Brasil",,
,MG,3124005,ERVALIA,10.497.080/0001-96,DROGARIA JMGE DE ERVALIA LTDA,RUA BARAO DO RIO BRANCO 12,CENTRO,2011-09-26 00:00:00,True,pendente,"RUA BARAO DO RIO BRANCO 12, CENTRO, ERVALIA, MG, Brasil",,
,MG,3124005,ERVALIA,11.960.714/0001-68,DROGARIA FERNANDES - ERVALIA LTDA,"AVENIDA DOM SILVERIO, 11",CENTRO,2014-07-17 00:00:00,True,pendente,"AVENIDA DOM SILVERIO, 11, CENTRO, ERVALIA, MG, Brasil",,
,MG,3124005,ERVALIA,20.173.738/0001-68,DROGA TAP LTDA,PRA ARTHUR BERNARDES 49,CENTRO,2012-11-20 00:00:00,True,pendente,"PRA ARTHUR BERNARDES 49, CENTRO, ERVALIA, MG, Brasil",,
,MG,3124005,ERVALIA,66.312.174/0001-06,PRODUTOS FARMACEUTICOS ACL LTDA,PRA GETULIO VARGAS 96,CENTRO,2012-11-20 00:00:00,True,pendente,"PRA GETULIO VARGAS 96, CENTRO, ERVALIA, MG, Brasil",,
,MG,3124104,ESMERALDAS,05.101.867/0001-57,DROGARIA VOVO ESMERALDAS LTDA,PC GETULIO VARGAS 386,CENTRO,2008-04-23 14:34:20,True,pendente,"PC GETULIO VARGAS 386, CENTRO, ESMERALDAS, MG, Brasil",,
,MG,3124104,ESMERALDAS,05.101.867/0002-38,DROGARIA VOVO ESMERALDAS LTDA,R JOAQUIM LEMOS FILHO 201,BELVEDERE,2012-11-26 00:00:00,True,pendente,"R JOAQUIM LEMOS FILHO 201, BELVEDERE, ESMERALDAS, MG, Brasil",,
,MG,3124104,ESMERALDAS,05.864.685/0001-38,OTHON OLIVEIRA JORGE,PC GETULIO VARGAS 440,CENTRO,2011-09-06 00:00:00,True,pendente,"PC GETULIO VARGAS 440, CENTRO, ESMERALDAS, MG, Brasil",,
,MG,3124104,ESMERALDAS,06.155.932/0001-90,MICHELLE CRISTINA RODRIGUES LTDA,AV SAO JUDAS TADEU 65,SANTA CECILIA,2012-12-28 00:00:00,True,pendente,"AV SAO JUDAS TADEU 65, SANTA CECILIA, ESMERALDAS, MG, Brasil",,
,MG,3124203,ESPERA FELIZ,02.838.911/0001-18,FARMACIA DE MANIPULACAO PAGUE FACIL DE ESPERA FELIZ LTDA,RUA FIORAVANTE PADULA 92,CENTRO,2014-09-22 00:00:00,True,pendente,"RUA FIORAVANTE PADULA 92, CENTRO, ESPERA FELIZ, MG, Brasil",,
,MG,3124203,ESPERA FELIZ,04.038.585/0001-90,DRUGSTORE FUMIAN E SILVA LTDA,RUA FIORAVANTE PADULA 300,CENTRO,2006-03-03 00:00:00,True,pendente,"RUA FIORAVANTE PADULA 300, CENTRO, ESPERA FELIZ, MG, Brasil",,
,MG,3124203,ESPERA FELIZ,07.157.984/0001-68,DROGARIA CORREIA LTDA,RUA CAPITAO JOSE CARLOS DE SOUZA 128,CENTRO,2010-11-04 00:00:00,True,pendente,"RUA CAPITAO JOSE CARLOS DE SOUZA 128, CENTRO, ESPERA FELIZ, MG, Brasil",,
,MG,3124203,ESPERA FELIZ,08.236.149/0001-86,W.M MEDICAMENTOS LTDA,RUA JOSE GRILLO 15,CENTRO,2009-09-29 00:00:00,True,pendente,"RUA JOSE GRILLO 15, CENTRO, ESPERA FELIZ, MG, Brasil",,
,MG,3124203,ESPERA FELIZ,13.246.758/0001-56,DROGARIA PICO DA BANDEIRA LTDA,RUA FIORAVANTE PADULA 180,CENTRO,2012-10-08 00:00:00,True,pendente,"RUA FIORAVANTE PADULA 180, CENTRO, ESPERA FELIZ, MG, Brasil",,
,MG,3124203,ESPERA FELIZ,18.113.910/0001-46,SAUDE MEDICAMENTOS DE ESPERA FELIZ LTDA,RUA JOAO SEBASTIAO DE AMORIM 03,CENTRO,2013-09-26 00:00:00,True,pendente,"RUA JOAO SEBASTIAO DE AMORIM 03, CENTRO, ESPERA FELIZ, MG, Brasil",,
,MG,3124203,ESPERA FELIZ,19.871.371/0001-77,VIEIRA & STOCK LTDA,RUA DOUTOR JOSE PAIXAO 1152,CENTRO,2014-11-04 00:00:00,True,pendente,"RUA DOUTOR JOSE PAIXAO 1152, CENTRO, ESPERA FELIZ, MG, Brasil",,
,MG,3124302,ESPINOSA,08.457.834/0001-32,DROGARIA MINAS BAHIA ESPINOSA LTDA,AVE MINAS GERAIS 76,CENTRO,2009-07-22 00:00:00,True,pendente,"AVE MINAS GERAIS 76, CENTRO, ESPINOSA, MG, Brasil",,
,MG,3124302,ESPINOSA,09.053.093/0001-97,JUNIOR BRAGA DROGARIA LTDA,PRA CORONEL HEITOR ANTUNES 139,CENTRO,2009-02-03 00:00:00,True,pendente,"PRA CORONEL HEITOR ANTUNES 139, CENTRO, ESPINOSA, MG, Brasil",,
,MG,3124302,ESPINOSA,11.884.372/0001-44,DROGARIA MINAS BAHIA LTDA,RUA GETULIO VARGAS 217,JARDIM ORIENTE,2011-11-23 00:00:00,True,pendente,"RUA GETULIO VARGAS 217, JARDIM ORIENTE, ESPINOSA, MG, Brasil",,
,MG,3124401,ESPIRITO SANTO DO DOURADO,66.290.198/0001-01,DROGARIA ESPIRITO SANTO DO DOURADO LTDA,RUA JOAO GABRIEL PEREIRA 21,CENTRO,2011-07-07 00:00:00,True,pendente,"RUA JOAO GABRIEL PEREIRA 21, CENTRO, ESPIRITO SANTO DO DOURADO, MG, Brasil",,
,MG,3124401,ESPIRITO SANTO DO DOURADO,66.399.221/0001-92,AR FARMA LTDA,"AVENIDA ANTONIO PAULINO, Nº 144",CENTRO,2009-04-08 17:35:46,True,pendente,"AVENIDA ANTONIO PAULINO, Nº 144, CENTRO, ESPIRITO SANTO DO DOURADO, MG, Brasil",,
,MG,3124500,ESTIVA,02.934.194/0001-28,DROGRARIA FARMATRIZ LTDA,RUA JOAQUIM MESSIAS PEREIRA 05,CENTRO,2011-07-22 00:00:00,True,pendente,"RUA JOAQUIM MESSIAS PEREIRA 05, CENTRO, ESTIVA, MG, Brasil",,
,MG,3124500,ESTIVA,07.269.893/0001-14,DROGARIA PROPHARMA LTDA,PRA FRANCISCO RIBEIRO PEREIRA 229,CENTRO,2010-05-11 10:18:18,True,pendente,"PRA FRANCISCO RIBEIRO PEREIRA 229, CENTRO, ESTIVA, MG, Brasil",,
,MG,3124500,ESTIVA,11.784.713/0001-00,EDUARDO DE ANDRADE TURBINO,RUA PREFEITO PEDRO MOREIRA BORGES 168,CENTRO,2011-09-19 00:00:00,True,pendente,"RUA PREFEITO PEDRO MOREIRA BORGES 168, CENTRO, ESTIVA, MG, Brasil",,
,MG,3124500,ESTIVA,18.284.378/0001-20,DROGARIA PEREIRA E ALVARENGA LTDA,PRA FRANCISCO RIBEIRO PEREIRA 91,CENTRO,2014-12-08 00:00:00,True,pendente,"PRA FRANCISCO RIBEIRO PEREIRA 91, CENTRO, ESTIVA, MG, Brasil",,
,MG,3124500,ESTIVA,20.344.899/0001-77,DROGARIA MOISES E ANDRADE LTDA,AVE PREFEITO GABRIEL ROSA 194,CENTRO,2015-06-16 00:00:00,True,pendente,"AVE PREFEITO GABRIEL ROSA 194, CENTRO, ESTIVA, MG, Brasil",,
,MG,3124500,ESTIVA,20.416.020/0001-55,DROGARIA FARMA CASSIO LTDA,RUA PREF PEDRO M BORGES 367,CENTRO,2011-10-10 00:00:00,True,pendente,"RUA PREF PEDRO M BORGES 367, CENTRO, ESTIVA, MG, Brasil",,
,MG,3124609,ESTRELA DALVA,26.039.321/0001-93,DROGARIA ESPOSITO SOUZA LTDA,ARY COUTINHO BRUM,CENTRO,2025-04-14 00:00:00,False,sem_numero,"ARY COUTINHO BRUM, CENTRO, ESTRELA DALVA, MG, Brasil",,
,MG,3124609,ESTRELA DALVA,51.779.690/0001-60,TOTIFARMA LTDA,JOSE MENDES PINTO,CENTRO,2025-05-06 00:00:00,False,sem_numero,"JOSE MENDES PINTO, CENTRO, ESTRELA DALVA, MG, Brasil",,
,MG,3124708,ESTRELA DO INDAIA,10.531.623/0001-44,DROGARIA MACHADO & GURGEL LTDA,RUA CANDIDO RODRIGUES 59,CENTRO,2011-02-15 00:00:00,True,pendente,"RUA CANDIDO RODRIGUES 59, CENTRO, ESTRELA DO INDAIA, MG, Brasil",,
,MG,3124708,ESTRELA DO INDAIA,18.663.459/0001-30,DROGARIA MATO GROSSO LTDA,RUA VINTE E SETE DE DEZEMBRO 60,CENTRO,2015-05-20 00:00:00,True,pendente,"RUA VINTE E SETE DE DEZEMBRO 60, CENTRO, ESTRELA DO INDAIA, MG, Brasil",,
,MG,3124708,ESTRELA DO INDAIA,23.764.806/0001-51,IDEAL FARMA - DROGARIA LTDA,RUA PADRE BATISTA 174,CENTRO,2010-09-17 15:57:58,True,pendente,"RUA PADRE BATISTA 174, CENTRO, ESTRELA DO INDAIA, MG, Brasil",,
,MG,3124807,ESTRELA DO SUL,07.311.678/0001-34,DROGARIA RESENDE & RESENDE LTDA,"RUA SANCHO JOSE DO NASCIMENTO, Nº 935",DOLEARINA,2014-12-15 00:00:00,True,pendente,"RUA SANCHO JOSE DO NASCIMENTO, Nº 935, DOLEARINA, ESTRELA DO SUL, MG, Brasil",,
,MG,3124807,ESTRELA DO SUL,08.211.462/0001-60,DROGARIA COELHO & FERREIRA LTDA,"RUA SANCHO JOSE DO NASCIMENTO, 915 - A",DOLEARINA,2013-10-23 00:00:00,True,pendente,"RUA SANCHO JOSE DO NASCIMENTO, 915 - A, DOLEARINA, ESTRELA DO SUL, MG, Brasil",,
,MG,3124807,ESTRELA DO SUL,08.633.987/0001-93,DROGARIA PEREIRA E RAMOS LTDA,RUA PADRE JULIO RAZ 32,CENTRO,2013-10-08 00:00:00,True,pendente,"RUA PADRE JULIO RAZ 32, CENTRO, ESTRELA DO SUL, MG, Brasil",,
,MG,3124906,EUGENOPOLIS,01.695.817/0001-94,MAURICIO DA SILVA MILANI LTDA,LEVINDO DE ARAUJO,CENTRO,2010-10-26 17:35:54,False,sem_numero,"LEVINDO DE ARAUJO, CENTRO, EUGENOPOLIS, MG, Brasil",,
,MG,3124906,EUGENOPOLIS,01.695.817/0002-75,MAURICIO DA SILVA MILANI LTDA,PRA LEVINDO DE ARAUJO 16,CENTRO,2014-10-23 00:00:00,True,pendente,"PRA LEVINDO DE ARAUJO 16, CENTRO, EUGENOPOLIS, MG, Brasil",,
,MG,3124906,EUGENOPOLIS,04.767.993/0001-82,MUNIZ E FILHO LTDA,AVE PADRE TIMOTEO 145,DE LOURDES,2013-02-01 00:00:00,True,pendente,"AVE PADRE TIMOTEO 145, DE LOURDES, EUGENOPOLIS, MG, Brasil",,
,MG,3124906,EUGENOPOLIS,14.445.124/0001-95,DROGARIA SAGRADA FAMILIA LTDA,"DISTRITO ARLINDO COELHO, SN",QUEIROZES,2014-09-23 00:00:00,False,sem_numero,"DISTRITO ARLINDO COELHO, SN, QUEIROZES, EUGENOPOLIS, MG, Brasil",,
,MG,3124906,EUGENOPOLIS,19.798.635/0001-04,DROGARIA EUGEPHARMA LTDA.,RUA DICO VARGAS 3,CENTRO,2015-06-29 00:00:00,True,pendente,"RUA DICO VARGAS 3, CENTRO, EUGENOPOLIS, MG, Brasil",,
,MG,3124906,EUGENOPOLIS,25.809.237/0001-49,DROGARIA MUNIZ DE EUGENOPOLIS LTDA,RUA DOUTOR CHICO BELO 88,CENTRO,2008-07-25 00:00:00,True,pendente,"RUA DOUTOR CHICO BELO 88, CENTRO, EUGENOPOLIS, MG, Brasil",,
,MG,3124906,EUGENOPOLIS,28.132.272/0001-64,DROGARIA VITORIA EUGENOPOLIS LTDA,ANTENOR MAZORQUE 65,CENTRO,2014-04-11 00:00:00,True,pendente,"ANTENOR MAZORQUE 65, CENTRO, EUGENOPOLIS, MG, Brasil",,
,MG,3125002,EWBANK DA CAMARA,41.679.267/0001-34,DROGARIA VEREDA LTDA,RUA ABILIO BITTAR 10,CENTRO,2010-08-18 17:40:44,True,pendente,"RUA ABILIO BITTAR 10, CENTRO, EWBANK DA CAMARA, MG, Brasil",,
,MG,3125101,EXTREMA,02.402.385/0001-49,TURELLA & TURELLA DROGARIA LTDA,RUA BENJAMIN CONSTANT 272,CENTRO,2011-09-28 00:00:00,True,pendente,"RUA BENJAMIN CONSTANT 272, CENTRO, EXTREMA, MG, Brasil",,
,MG,3125101,EXTREMA,09.653.772/0001-05,TONY YUITI UADA,Rua VEREADOR JOSE DE OLIVEIRA 91,JD. SAO CRISTOVAO,2014-05-21 00:00:00,True,pendente,"Rua VEREADOR JOSE DE OLIVEIRA 91, JD. SAO CRISTOVAO, EXTREMA, MG, Brasil",,
,MG,3125101,EXTREMA,17.179.417/0001-66,FARMACENTER EXTREMA LTDA,"CEL ANTONIO C PINTO, 96",CENTRO,2010-03-23 00:00:00,True,pendente,"CEL ANTONIO C PINTO, 96, CENTRO, EXTREMA, MG, Brasil",,
,MG,3125101,EXTREMA,17.432.537/0001-23,FARMACIA DROGA CENTRO LTDA,R JOAO MENDES 165,CENTRO,2014-01-10 00:00:00,True,pendente,"R JOAO MENDES 165, CENTRO, EXTREMA, MG, Brasil",,
,MG,3125101,EXTREMA,71.060.099/0001-65,TANIA MARA LOPES,"ANTONIO CARDOSO PINTO, 127, A",CENTRO,2009-11-26 00:00:00,True,pendente,"ANTONIO CARDOSO PINTO, 127, A, CENTRO, EXTREMA, MG, Brasil",,
,MG,3125200,FAMA,42.900.852/0001-85,DROGARIA FAMASUL LTDA,RUA ALFENAS 48,CENTRO,2009-09-03 00:00:00,True,pendente,"RUA ALFENAS 48, CENTRO, FAMA, MG, Brasil",,
,MG,3125309,FARIA LEMOS,09.172.979/0001-50,DROGARIA FARIALEMENSE LTDA,"RUA DR. JOSE CLAUDIO VALADAO FERRAZ, 158",CENTRO,2016-03-09 00:00:00,True,pendente,"RUA DR. JOSE CLAUDIO VALADAO FERRAZ, 158, CENTRO, FARIA LEMOS, MG, Brasil",,
,MG,3125408,FELICIO DOS SANTOS,11.656.649/0002-62,FARMACIA SOUZA & SOUZA LTDA,RUA FELICIANO CANUTO 40,CENTRO,2014-01-24 00:00:00,True,pendente,"RUA FELICIANO CANUTO 40, CENTRO, FELICIO DOS SANTOS, MG, Brasil",,
,MG,3125408,FELICIO DOS SANTOS,14.111.881/0002-03,DROGARIA VIDA FARMA LTDA,RUA FELICIANO CANUTO 20,CENTRO,2012-12-27 00:00:00,True,pendente,"RUA FELICIANO CANUTO 20, CENTRO, FELICIO DOS SANTOS, MG, Brasil",,
,MG,3125606,FELISBURGO,04.958.870/0001-29,DROGARIAS FELISBURGO LTDA,"PCA TRANQUILINO PINTO COELHO,  245 - K",CENTRO,2015-02-26 00:00:00,True,pendente,"PCA TRANQUILINO PINTO COELHO,  245 - K, CENTRO, FELISBURGO, MG, Brasil",,
,MG,3125606,FELISBURGO,07.175.491/0002-31,FIDELINO CARVALHO FILHO,"AVENIDA BRASIL, 400",CENTRO,2014-02-18 00:00:00,True,pendente,"AVENIDA BRASIL, 400, CENTRO, FELISBURGO, MG, Brasil",,
,MG,3125705,FELIXLANDIA,03.872.117/0001-53,S.J.T. DROGARIA E PERFUMARIA LTDA,AVE SENHOR DOS PASSOS 77,CENTRO,2011-09-22 00:00:00,True,pendente,"AVE SENHOR DOS PASSOS 77, CENTRO, FELIXLANDIA, MG, Brasil",,
,MG,3125705,FELIXLANDIA,17.456.774/0001-24,BRASILEIA EMPREENDIMENTOS LTDA,"R NOSSA SENHORA DA PIEDADE, 84",CENTRO,2014-09-25 00:00:00,True,pendente,"R NOSSA SENHORA DA PIEDADE, 84, CENTRO, FELIXLANDIA, MG, Brasil",,
,MG,3125705,FELIXLANDIA,21.696.505/0001-02,DROGARIA E PERFUMARIA SANTA ROSA LTDA,PRA DO SANTUARIO 33,CENTRO,2009-09-14 09:23:20,True,pendente,"PRA DO SANTUARIO 33, CENTRO, FELIXLANDIA, MG, Brasil",,
,MG,3125804,FERNANDES TOURINHO,06.143.134/0001-48,DROGARIA COUTO E PAIVA LTDA,PRA RODOLFO CUSTODIO 89,CENTRO,2009-11-19 15:02:17,True,pendente,"PRA RODOLFO CUSTODIO 89, CENTRO, FERNANDES TOURINHO, MG, Brasil",,
,MG,3125804,FERNANDES TOURINHO,06.981.852/0001-93,DROGARIA MELHOR PRECO LTDA,CARLOS DE BARROS 19,CENTRO,2010-11-08 14:08:48,True,pendente,"CARLOS DE BARROS 19, CENTRO, FERNANDES TOURINHO, MG, Brasil",,
,MG,3125903,FERROS,02.642.045/0001-95,DROGARIA CAMINHO NOVO LTDA,RUA MILTON CAMPOS 100,SAO CRISTOVAO,2011-10-20 00:00:00,True,pendente,"RUA MILTON CAMPOS 100, SAO CRISTOVAO, FERROS, MG, Brasil",,
,MG,3125903,FERROS,23.174.899/0001-64,DROGARIA E PERFUMARIA FERROS LTDA,RUA ESDRAS SILVEIRA SOARES 372,SANTA LUZIA,2009-07-03 16:05:08,True,pendente,"RUA ESDRAS SILVEIRA SOARES 372, SANTA LUZIA, FERROS, MG, Brasil",,
,MG,3125952,FERVEDOURO,05.074.431/0001-16,OLIVEIRA RIBEIRO DROGARIA LTDA,AVE BRAULIR MARCELINO DO PRADO 127,CENTRO,2012-11-01 00:00:00,True,pendente,"AVE BRAULIR MARCELINO DO PRADO 127, CENTRO, FERVEDOURO, MG, Brasil",,
,MG,3125952,FERVEDOURO,09.570.645/0001-34,DROGARIA MATOLA DE FERVEDOURO LTDA,RUA NILO ALVES MONTEIRO 11,CENTRO,2014-03-24 00:00:00,True,pendente,"RUA NILO ALVES MONTEIRO 11, CENTRO, FERVEDOURO, MG, Brasil",,
,MG,3125952,FERVEDOURO,13.031.233/0001-01,DROGARIA SANTA BARBARA DE FERVEDOURO LTDA,"RUA OSVALDO FERNANDES, 49 (ao lado dos correios)",CENTRO,2012-11-09 00:00:00,True,pendente,"RUA OSVALDO FERNANDES, 49 (ao lado dos correios), CENTRO, FERVEDOURO, MG, Brasil",,
,MG,3125952,FERVEDOURO,16.883.403/0001-66,DROGARIA ALCANTARA & ROCHA LTDA,"AVENIDA BRAULIR MARCELINO DO PRADO, 69 LOJA A",CENTRO,2014-04-10 00:00:00,True,pendente,"AVENIDA BRAULIR MARCELINO DO PRADO, 69 LOJA A, CENTRO, FERVEDOURO, MG, Brasil",,
,MG,3125952,FERVEDOURO,68.498.633/0001-05,FARMACIA NOVA FERVEDOURO LTDA,AVE BRAULIR MARCELINO DO PRADO 105,CENTRO,2012-11-07 00:00:00,True,pendente,"AVE BRAULIR MARCELINO DO PRADO 105, CENTRO, FERVEDOURO, MG, Brasil",,
,MG,3126000,FLORESTAL,01.493.260/0001-09,DROGARIA A NOVA LTDA,RUA EZEQUIEL FRAGA 470,CENTRO,2011-05-27 00:00:00,True,pendente,"RUA EZEQUIEL FRAGA 470, CENTRO, FLORESTAL, MG, Brasil",,
,MG,3126000,FLORESTAL,05.387.426/0001-63,DROGARIA E PERFUMARIA SAN DENNY LTDA,RUA BENEDITO VALADARES 205,CENTRO,2009-07-24 00:00:00,True,pendente,"RUA BENEDITO VALADARES 205, CENTRO, FLORESTAL, MG, Brasil",,
,MG,3126000,FLORESTAL,11.310.537/0001-74,DROGARIA S. JOSE LTDA,PRA TORQUATO DE ALMEIDA 268,CENTRO,2010-08-24 15:08:59,True,pendente,"PRA TORQUATO DE ALMEIDA 268, CENTRO, FLORESTAL, MG, Brasil",,
,MG,3126109,FORMIGA,01.002.787/0001-93,DROGAO AREIAS BRANCAS LTDA,QUINTINO BOCAIUVA 594,CENTRO,2009-04-02 00:00:00,True,pendente,"QUINTINO BOCAIUVA 594, CENTRO, FORMIGA, MG, Brasil",,
,MG,3126109,FORMIGA,02.268.754/0001-52,JR FARMACIA E DISTRIBUIDORA LTDA,R MANOEL JUSTINO NUNES 106,AREIAS BRANCAS,2006-03-03 00:00:00,True,pendente,"R MANOEL JUSTINO NUNES 106, AREIAS BRANCAS, FORMIGA, MG, Brasil",,
,MG,3126109,FORMIGA,02.354.071/0001-18,MARIA APARECIDA DE OLIVEIRA E CIA LTDA,"rua DR. TEIXEIRA SOARES, 370",CENTRO,2009-10-05 14:01:21,True,pendente,"rua DR. TEIXEIRA SOARES, 370, CENTRO, FORMIGA, MG, Brasil",,
,MG,3126109,FORMIGA,02.471.724/0001-49,DRUGSTORE SANTANA SAUDE LTDA,R BERNARDES DE FARIA 137,CENTRO,2009-11-05 00:00:00,True,pendente,"R BERNARDES DE FARIA 137, CENTRO, FORMIGA, MG, Brasil",,
